id,game_id,season_id,competition,team_id,opponent_team_id,is_home,points,points_attempted,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pct,two_made,two_attempted,two_pct,ft_made,ft_attempted,ft_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,fouls_committed,fouls_received,turnovers,dunks,plus_minus,efficiency,collective_offensive_rebounds,collective_defensive_rebounds,collective_total_rebounds,source_url,parse_model
4945,2994,12,NBB,11,35,0,77,164,29,62,46.8,5,22,23,24,40,60,14,18,78,31,5,36,16,6,0,20,18,11,1,0,87,,,,https://lnb.com.br/noticias/corinthians-70-x-77-minas-tenis-clube/,classic
4946,2995,12,NBB,13,34,1,106,182,44,72,61.1,15,35,43,29,37,78,3,3,100,30,8,38,33,9,0,20,9,12,2,0,146,,,,https://lnb.com.br/noticias/pinheiros-106-x-71-universo-brasilia/,classic
4947,2995,12,NBB,34,13,0,71,167,23,61,37.7,5,21,24,18,40,45,20,24,83,19,9,28,18,9,0,9,20,13,2,0,71,,,,https://lnb.com.br/noticias/pinheiros-106-x-71-universo-brasilia/,classic
4948,2996,12,NBB,21,27,1,87,193,28,68,41.2,10,31,32,18,37,49,21,26,81,23,13,36,11,5,3,26,27,8,1,0,89,,,,https://lnb.com.br/noticias/basquete-cearense-87-x-90-renata-rio-claro/,classic
4949,2996,12,NBB,27,21,0,90,165,27,55,49.1,10,24,42,17,31,55,26,31,84,27,6,33,12,3,2,27,23,13,3,0,94,,,,https://lnb.com.br/noticias/basquete-cearense-87-x-90-renata-rio-claro/,classic
4950,2997,12,NBB,11,32,1,84,167,29,59,49.2,9,26,35,20,33,61,17,23,74,20,14,34,19,11,4,28,18,16,2,0,100,,,,https://lnb.com.br/noticias/minas-84-x-85-botafogo/,classic
4951,2997,12,NBB,32,11,0,85,172,26,59,44.1,12,26,46,14,33,42,21,28,75,21,14,35,19,9,2,18,28,15,0,0,95,,,,https://lnb.com.br/noticias/minas-84-x-85-botafogo/,classic
4952,2998,12,NBB,21,15,1,77,165,27,60,45,11,29,38,16,31,52,12,14,86,25,6,31,13,9,6,25,17,13,2,0,87,,,,https://lnb.com.br/noticias/basquete-cearense-77-x-81-sao-jose-basketball/,classic
4953,2998,12,NBB,15,21,0,81,151,30,56,53.6,6,14,43,24,42,57,15,25,60,30,5,35,17,7,1,17,25,12,3,0,93,,,,https://lnb.com.br/noticias/basquete-cearense-77-x-81-sao-jose-basketball/,classic
4954,2999,12,NBB,12,37,1,92,230,34,82,41.5,17,55,31,17,27,63,7,11,64,33,10,43,19,2,1,20,12,6,4,0,99,,,,https://lnb.com.br/noticias/paulistano-92-x-98-sao-paulo/,classic
4955,2999,12,NBB,37,12,0,98,220,32,79,40.5,14,38,37,18,41,44,20,24,83,40,14,54,24,1,2,12,19,6,2,0,122,,,,https://lnb.com.br/noticias/paulistano-92-x-98-sao-paulo/,classic
4956,3000,12,NBB,38,11,1,84,189,27,68,39.7,8,29,28,19,39,49,22,24,92,24,17,41,14,5,1,19,24,12,1,0,90,,,,https://lnb.com.br/noticias/unifacisa-84-x-92-minas/,classic
4957,3000,12,NBB,11,38,0,92,173,35,68,51.5,10,23,43,25,45,56,12,14,86,23,10,33,16,5,1,24,19,12,0,0,100,,,,https://lnb.com.br/noticias/unifacisa-84-x-92-minas/,classic
4958,3001,12,NBB,21,13,1,57,160,22,63,34.9,4,21,19,18,42,43,9,13,69,22,10,32,13,6,5,22,15,15,3,0,53,,,,https://lnb.com.br/noticias/basquete-cearense-57-x-77-pinheiros/,classic
4959,3001,12,NBB,13,21,0,77,162,29,60,48.3,9,25,36,20,35,57,10,17,59,31,11,42,18,6,0,16,19,15,1,0,90,,,,https://lnb.com.br/noticias/basquete-cearense-57-x-77-pinheiros/,classic
4960,3002,12,NBB,11,36,1,86,162,29,57,50.9,10,24,42,19,33,58,18,24,75,32,8,40,23,7,1,16,20,13,2,0,110,,,,https://lnb.com.br/noticias/minas-86-x-76-pato-basquete/,classic
4961,3002,12,NBB,36,11,0,76,181,30,72,41.7,7,26,27,23,46,50,9,11,82,23,11,34,24,6,5,20,16,10,3,0,91,,,,https://lnb.com.br/noticias/minas-86-x-76-pato-basquete/,classic
4962,3003,12,NBB,13,35,1,81,170,34,67,50.7,9,23,39,25,44,57,4,13,31,19,13,32,18,8,2,16,18,10,2,0,89,,,,https://lnb.com.br/noticias/pinheiros-81-x-78-corinthians/,classic
4963,3003,12,NBB,35,13,0,78,143,31,58,53.4,8,18,44,23,40,58,8,9,89,22,7,29,20,7,3,18,16,13,1,0,96,,,,https://lnb.com.br/noticias/pinheiros-81-x-78-corinthians/,classic
4964,3004,12,NBB,34,12,1,90,182,28,63,44.4,12,30,40,16,33,48,22,26,85,24,10,34,22,6,3,16,22,10,1,0,106,,,,https://lnb.com.br/noticias/brasilia-90-x-78-paulistano/,classic
4965,3004,12,NBB,12,34,0,78,187,29,68,42.6,11,38,29,18,30,60,9,13,69,26,15,41,18,3,2,24,15,16,4,0,83,,,,https://lnb.com.br/noticias/brasilia-90-x-78-paulistano/,classic
4966,3005,12,NBB,38,37,1,103,199,38,75,50.7,13,33,39,25,42,60,14,16,88,29,9,38,21,5,2,27,16,9,6,0,121,,,,https://lnb.com.br/noticias/unifacisa-103-x-106-sao-paulo/,classic
4967,3005,12,NBB,37,38,0,106,190,32,61,52.5,21,37,57,11,24,46,21,31,68,30,6,36,25,2,1,16,27,14,1,0,117,,,,https://lnb.com.br/noticias/unifacisa-103-x-106-sao-paulo/,classic
4968,3006,12,NBB,12,15,1,93,200,33,71,46.5,11,37,30,22,34,65,16,21,76,28,15,43,26,11,1,27,20,12,10,0,119,,,,https://lnb.com.br/noticias/paulistano-93-x-75-sao-jose/,classic
4969,3006,12,NBB,15,12,0,75,168,24,62,38.7,6,18,33,18,44,41,21,26,81,24,13,37,16,1,1,20,27,15,0,0,72,,,,https://lnb.com.br/noticias/paulistano-93-x-75-sao-jose/,classic
4970,3007,12,NBB,35,37,1,84,183,32,72,44.4,10,25,40,22,47,47,10,14,71,27,9,36,13,6,2,19,15,13,5,0,84,,,,https://lnb.com.br/noticias/corinthians-84-x-97-sao-paulo/,classic
4971,3007,12,NBB,37,35,0,97,185,35,69,50.7,13,28,46,22,41,54,14,19,74,31,10,41,22,10,3,15,18,15,2,0,119,,,,https://lnb.com.br/noticias/corinthians-84-x-97-sao-paulo/,classic
4972,3008,12,NBB,32,36,1,85,169,30,63,47.6,10,27,37,20,36,56,15,16,94,27,14,41,21,7,6,23,25,22,1,0,104,,,,https://lnb.com.br/noticias/botafogo-85-x-79-pato-basquete/,classic
4973,3008,12,NBB,36,32,0,79,165,28,60,46.7,8,24,33,20,36,56,15,21,71,16,9,25,17,10,4,25,22,17,1,0,80,,,,https://lnb.com.br/noticias/botafogo-85-x-79-pato-basquete/,classic
4974,3009,12,NBB,6,22,1,74,198,24,69,34.8,10,34,29,14,35,40,16,26,62,30,17,47,16,7,2,21,27,14,0,0,77,,,,https://lnb.com.br/noticias/flamengo-74-x-75-mogi-das-cruzes/,classic
4975,3009,12,NBB,22,6,0,75,162,26,59,44.1,8,23,35,18,36,50,15,21,71,31,5,36,16,11,2,27,20,17,0,0,84,,,,https://lnb.com.br/noticias/flamengo-74-x-75-mogi-das-cruzes/,classic
4976,3010,12,NBB,12,32,1,73,175,26,64,40.6,9,30,30,17,34,50,12,17,71,32,8,40,17,4,2,20,19,9,0,0,84,,,,https://lnb.com.br/noticias/paulistano-73-x-72-botafogo/,classic
4977,3010,12,NBB,32,12,0,72,174,24,63,38.1,10,30,33,14,33,42,14,18,78,32,7,39,17,4,0,19,19,11,0,0,78,,,,https://lnb.com.br/noticias/paulistano-73-x-72-botafogo/,classic
4978,3011,12,NBB,38,36,1,76,176,28,68,41.2,10,24,42,18,44,41,10,16,63,30,16,46,16,7,6,17,17,17,1,0,88,,,,https://lnb.com.br/noticias/unifacisa-76-x-60-pato-basquete/,classic
4979,3011,12,NBB,36,38,0,60,162,23,62,37.1,3,21,14,20,41,49,11,17,65,26,14,40,11,4,1,17,17,17,2,0,54,,,,https://lnb.com.br/noticias/unifacisa-76-x-60-pato-basquete/,classic
4980,3012,12,NBB,34,32,1,78,155,29,57,50.9,6,19,32,23,38,61,14,22,64,31,6,37,12,11,3,19,25,16,3,0,89,,,,https://lnb.com.br/noticias/universo-brasilia-78-x-63-botafogo/,classic
4981,3012,12,NBB,32,34,0,63,173,20,62,32.3,12,35,34,8,27,30,11,14,79,27,13,40,7,8,3,26,18,22,1,0,54,,,,https://lnb.com.br/noticias/universo-brasilia-78-x-63-botafogo/,classic
4982,3013,12,NBB,7,12,1,89,175,27,58,46.6,12,30,40,15,28,54,23,29,79,22,8,30,19,7,0,18,22,9,0,0,99,,,,https://lnb.com.br/noticias/franca-89-x-92-paulistano/,classic
4983,3013,12,NBB,12,7,0,92,173,34,66,51.5,10,24,42,24,42,57,14,17,82,26,12,38,17,6,3,23,17,11,8,0,110,,,,https://lnb.com.br/noticias/franca-89-x-92-paulistano/,classic
4984,3015,12,NBB,6,15,1,103,197,36,70,51.4,11,28,39,25,42,60,20,29,69,28,16,44,28,8,3,15,25,14,3,0,129,,,,https://lnb.com.br/noticias/flamengo-103-x-83-sao-jose/,classic
4985,3015,12,NBB,15,6,0,83,175,33,71,46.5,12,26,46,21,45,47,5,7,71,23,11,34,24,7,3,25,15,17,1,0,94,,,,https://lnb.com.br/noticias/flamengo-103-x-83-sao-jose/,classic
4986,3016,12,NBB,38,13,1,80,177,30,66,45.5,9,32,28,21,34,62,11,13,85,21,6,27,19,9,2,22,17,12,3,0,87,,,,https://lnb.com.br/noticias/unifacisa-80-x-81-pinheiros/,classic
4987,3016,12,NBB,13,38,0,81,139,30,51,58.8,8,17,47,22,34,65,13,20,65,31,3,34,20,4,3,17,22,17,1,0,97,,,,https://lnb.com.br/noticias/unifacisa-80-x-81-pinheiros/,classic
4988,3017,12,NBB,15,3,1,80,186,27,66,40.9,10,27,37,17,39,44,16,27,59,22,16,38,19,5,1,24,25,20,1,0,73,,,,https://lnb.com.br/noticias/sao-jose-80-x-108-bauru/,classic
4989,3017,12,NBB,3,15,0,108,185,38,69,55.1,12,22,55,26,47,55,20,25,80,27,10,37,23,13,1,26,24,13,2,0,133,,,,https://lnb.com.br/noticias/sao-jose-80-x-108-bauru/,classic
4990,3018,12,NBB,12,22,1,94,192,32,67,47.8,15,40,38,17,27,63,15,18,83,27,8,35,20,11,2,26,18,16,2,0,108,,,,https://lnb.com.br/noticias/paulistano-94-x-105-mogi-das-cruzes/,classic
4991,3018,12,NBB,22,12,0,105,192,32,65,49.2,15,31,48,17,34,50,26,31,84,27,8,35,20,12,0,18,26,16,0,0,118,,,,https://lnb.com.br/noticias/paulistano-94-x-105-mogi-das-cruzes/,classic
4992,3019,12,NBB,34,3,1,62,169,24,65,36.9,6,27,22,18,38,47,8,12,67,23,11,34,12,11,2,16,13,18,1,0,58,,,,https://lnb.com.br/noticias/universo-brasilia-62-x-96-sendi-bauru-basket/,classic
4993,3019,12,NBB,3,34,0,96,171,36,65,55.4,11,23,48,25,42,60,13,18,72,32,7,39,21,9,2,13,15,12,1,0,121,,,,https://lnb.com.br/noticias/universo-brasilia-62-x-96-sendi-bauru-basket/,classic
4994,3020,12,NBB,36,3,1,76,162,25,56,44.6,7,21,33,18,35,51,19,29,66,27,5,32,20,9,1,25,29,24,1,0,73,,,,https://lnb.com.br/noticias/pato-basquete-76-x-79-bauru-basket/,classic
4995,3020,12,NBB,3,36,0,79,187,26,68,38.2,9,26,35,17,42,40,18,25,72,29,17,46,15,13,0,29,25,22,1,0,82,,,,https://lnb.com.br/noticias/pato-basquete-76-x-79-bauru-basket/,classic
4996,3021,12,NBB,37,27,1,95,190,33,68,48.5,12,32,38,21,36,58,17,20,85,22,11,33,14,5,2,23,24,12,2,0,98,,,,https://lnb.com.br/noticias/sao-paulo-95-x-106-rio-claro/,classic
4997,3021,12,NBB,27,37,0,106,170,35,62,56.5,15,24,63,20,38,53,21,22,95,26,3,29,22,5,3,24,23,7,1,0,130,,,,https://lnb.com.br/noticias/sao-paulo-95-x-106-rio-claro/,classic
4998,3023,12,NBB,21,36,1,78,164,27,59,45.8,8,24,33,19,35,54,16,22,73,28,9,37,16,8,2,16,21,11,0,0,92,,,,https://lnb.com.br/noticias/basquete-cearense-78-x-58-pato-basquete/,classic
4999,3023,12,NBB,36,21,0,58,155,22,64,34.4,5,15,33,17,49,35,9,12,75,27,14,41,13,9,3,21,16,15,1,0,64,,,,https://lnb.com.br/noticias/basquete-cearense-78-x-58-pato-basquete/,classic
5000,3024,12,NBB,37,15,1,73,163,28,60,46.7,5,25,20,23,35,66,12,18,67,43,7,50,18,3,7,14,18,18,2,0,95,,,,https://lnb.com.br/noticias/sao-paulo-73-x-67-sao-jose/,classic
5001,3024,12,NBB,15,37,0,67,223,25,87,28.7,9,38,24,16,49,33,8,11,73,29,19,48,17,11,1,18,14,6,1,0,73,,,,https://lnb.com.br/noticias/sao-paulo-73-x-67-sao-jose/,classic
5002,3025,12,NBB,34,6,1,81,182,29,67,43.3,13,28,46,16,39,41,10,14,71,30,20,50,16,2,2,24,18,17,3,0,89,,,,https://lnb.com.br/noticias/brasilia-81-x-86-flamengo/,classic
5003,3025,12,NBB,6,34,0,86,184,27,63,42.9,6,25,24,21,38,55,26,33,79,23,8,31,21,11,2,19,22,8,3,0,100,,,,https://lnb.com.br/noticias/brasilia-81-x-86-flamengo/,classic
5004,3026,12,NBB,22,36,1,73,152,27,57,47.4,6,19,32,21,38,55,13,19,68,27,9,36,22,9,5,17,24,17,1,0,92,,,,https://lnb.com.br/noticias/mogi-das-cruzes-73-x-64-pato-basquete/,classic
5005,3026,12,NBB,36,22,0,64,147,20,53,37.7,8,22,36,12,31,39,16,19,84,24,7,31,19,12,1,24,17,20,1,0,71,,,,https://lnb.com.br/noticias/mogi-das-cruzes-73-x-64-pato-basquete/,classic
5006,3027,12,NBB,32,15,1,93,183,32,65,49.2,13,34,38,19,31,61,16,19,84,27,9,36,24,7,1,22,16,16,0,0,109,,,,https://lnb.com.br/noticias/botafogo-93-x-75-sao-jose/,classic
5007,3027,12,NBB,15,32,0,75,175,26,60,43.3,3,22,14,23,38,61,20,31,65,23,11,34,15,6,2,18,21,15,3,0,71,,,,https://lnb.com.br/noticias/botafogo-93-x-75-sao-jose/,classic
5008,3028,12,NBB,35,7,1,87,185,31,69,44.9,11,27,41,20,42,48,14,20,70,20,13,33,20,4,4,28,21,9,2,0,95,,,,https://lnb.com.br/noticias/corinthians-87-x-89-franca/,classic
5009,3028,12,NBB,7,35,0,89,161,26,53,49.1,11,25,44,15,28,54,26,30,87,28,9,37,19,4,0,22,27,15,1,0,103,,,,https://lnb.com.br/noticias/corinthians-87-x-89-franca/,classic
5010,3030,12,NBB,11,3,1,87,178,27,62,43.5,13,33,39,14,29,48,20,21,95,33,7,40,21,10,2,24,19,12,3,0,112,,,,https://lnb.com.br/noticias/minas-tenis-clube-87-x-68-sendi-bauru-basket/,classic
5011,3030,12,NBB,3,11,0,68,198,23,71,32.4,4,26,15,19,45,42,18,30,60,29,19,48,15,6,3,21,24,15,1,0,65,,,,https://lnb.com.br/noticias/minas-tenis-clube-87-x-68-sendi-bauru-basket/,classic
5012,3029,12,NBB,35,12,1,78,165,28,60,46.7,7,20,35,21,40,53,15,23,65,34,13,47,17,5,3,16,22,16,4,0,93,,,,https://lnb.com.br/noticias/corinthians-78-x-64-paulistano/,classic
5013,3029,12,NBB,12,35,0,64,172,24,66,36.4,9,30,30,15,36,42,7,10,70,23,9,32,8,6,1,23,16,11,6,0,55,,,,https://lnb.com.br/noticias/corinthians-78-x-64-paulistano/,classic
5014,3031,12,NBB,11,13,1,57,148,23,59,39,5,20,25,18,39,46,6,10,60,28,9,37,12,6,3,24,16,20,2,0,55,,,,https://lnb.com.br/noticias/minas-57-x-64-pinheiros/,classic
5015,3031,12,NBB,13,11,0,64,179,21,66,31.8,7,27,26,14,39,36,15,20,75,28,15,43,14,8,1,17,22,16,1,0,64,,,,https://lnb.com.br/noticias/minas-57-x-64-pinheiros/,classic
5016,3032,12,NBB,34,35,1,85,177,30,66,45.5,7,18,39,23,48,48,18,27,67,35,12,47,17,6,2,23,28,14,2,0,98,,,,https://lnb.com.br/noticias/universo-brasilia-85-x-73-corinthians/,classic
5017,3032,12,NBB,35,34,0,73,180,27,68,39.7,4,25,16,23,43,53,15,19,79,26,7,33,9,8,3,29,22,12,1,0,69,,,,https://lnb.com.br/noticias/universo-brasilia-85-x-73-corinthians/,classic
5018,3033,12,NBB,34,27,1,87,185,29,63,46,8,26,31,21,37,57,21,29,72,24,13,37,19,7,1,24,27,16,0,0,91,,,,https://lnb.com.br/noticias/brasilia-87-x-92-rio-claro/,classic
5019,3033,12,NBB,27,34,0,92,185,32,67,47.8,15,34,44,17,33,52,13,17,76,24,10,34,15,6,0,27,21,15,1,0,93,,,,https://lnb.com.br/noticias/brasilia-87-x-92-rio-claro/,classic
5020,3034,12,NBB,13,37,1,78,164,27,61,44.3,11,28,39,16,33,48,13,14,93,24,7,31,14,5,2,24,19,12,1,0,83,,,,https://lnb.com.br/noticias/pinheiros-78-x-88-sao-paulo/,classic
5021,3034,12,NBB,37,13,0,88,164,33,63,52.4,7,21,33,26,42,62,15,17,88,27,7,34,20,7,2,19,24,14,4,0,105,,,,https://lnb.com.br/noticias/pinheiros-78-x-88-sao-paulo/,classic
5022,3035,12,NBB,15,36,1,81,163,30,62,48.4,8,20,40,22,42,52,13,19,68,23,14,37,25,10,1,24,20,17,4,0,99,,,,https://lnb.com.br/noticias/sao-jose-81-x-71-pato-basquete/,classic
5023,3035,12,NBB,36,15,0,71,160,24,57,42.1,9,23,39,15,34,44,14,23,61,22,13,35,17,7,2,20,24,19,1,0,71,,,,https://lnb.com.br/noticias/sao-jose-81-x-71-pato-basquete/,classic
5024,3036,12,NBB,36,27,1,80,174,26,66,39.4,11,23,48,15,43,35,17,19,89,24,14,38,18,3,1,20,21,9,1,0,89,,,,https://lnb.com.br/noticias/pato-basquete-80-x-78-renata-rio-claro/,classic
5025,3036,12,NBB,27,36,0,78,149,28,52,53.8,8,23,35,20,29,69,14,22,64,27,4,31,23,5,1,21,20,11,2,0,95,,,,https://lnb.com.br/noticias/pato-basquete-80-x-78-renata-rio-claro/,classic
5026,3037,12,NBB,32,22,1,69,181,26,68,38.2,10,34,29,16,34,47,7,11,64,21,15,36,19,5,2,27,19,17,0,0,68,,,,https://lnb.com.br/noticias/botafogo-69-x-79-mogi/,classic
5027,3037,12,NBB,22,32,0,79,150,27,55,49.1,9,20,45,18,35,51,16,20,80,28,8,36,17,10,1,20,24,21,0,0,90,,,,https://lnb.com.br/noticias/botafogo-69-x-79-mogi/,classic
5028,3038,12,NBB,15,37,1,97,181,37,68,54.4,11,27,41,26,41,63,12,16,75,21,9,30,27,9,3,28,18,13,0,0,117,,,,https://lnb.com.br/noticias/sao-jose-97-x-99-sao-paulo/,classic
5029,3038,12,NBB,37,15,0,99,187,33,65,50.8,8,24,33,25,41,61,25,33,76,23,15,38,18,7,0,18,27,15,1,0,107,,,,https://lnb.com.br/noticias/sao-jose-97-x-99-sao-paulo/,classic
5030,3039,12,NBB,38,35,1,77,177,26,63,41.3,9,28,32,17,35,49,16,23,70,28,11,39,18,10,2,18,22,9,3,0,93,,,,https://lnb.com.br/noticias/unifacisa-77-x-70-corinthians/,classic
5031,3039,12,NBB,35,38,0,70,162,27,63,42.9,6,23,26,21,40,53,10,13,77,26,10,36,15,8,2,22,18,13,4,0,79,,,,https://lnb.com.br/noticias/unifacisa-77-x-70-corinthians/,classic
5032,3040,12,NBB,13,7,1,87,185,30,67,44.8,12,32,38,18,35,51,15,19,79,24,11,35,18,9,0,21,21,13,0,0,95,,,,https://lnb.com.br/noticias/pinheiros-87-x-96-sesi-franca-basquete/,classic
5033,3040,12,NBB,7,13,0,96,174,34,63,54,11,27,41,23,36,64,17,21,81,27,7,34,23,9,2,21,20,12,1,0,119,,,,https://lnb.com.br/noticias/pinheiros-87-x-96-sesi-franca-basquete/,classic
5034,3041,12,NBB,35,3,1,88,186,31,70,44.3,17,31,55,14,39,36,9,15,60,30,16,46,19,7,0,18,19,10,1,0,105,,,,https://lnb.com.br/noticias/corinthians-88-x-71-bauru-basket/,classic
5035,3041,12,NBB,3,35,0,71,165,23,58,39.7,7,26,27,16,32,50,18,23,78,27,6,33,13,9,2,19,18,11,3,0,77,,,,https://lnb.com.br/noticias/corinthians-88-x-71-bauru-basket/,classic
5036,3042,12,NBB,22,27,1,81,165,27,61,44.3,10,23,43,17,38,45,17,20,85,24,14,38,21,4,3,21,22,13,0,0,97,,,,https://lnb.com.br/noticias/mogi-81-x-83-rio-claro/,classic
5037,3042,12,NBB,27,22,0,83,168,26,57,45.6,12,29,41,14,28,50,19,25,76,21,8,29,17,4,4,22,21,8,3,0,92,,,,https://lnb.com.br/noticias/mogi-81-x-83-rio-claro/,classic
5038,3043,12,NBB,34,7,1,72,175,23,64,35.9,6,22,27,17,42,40,20,25,80,26,13,39,15,7,3,19,23,14,2,0,76,,,,https://lnb.com.br/noticias/brasilia-72-x-81-sesi-franca/,classic
5039,3043,12,NBB,7,34,0,81,172,29,62,46.8,14,31,45,15,31,48,9,17,53,31,9,40,17,5,4,23,19,15,1,0,91,,,,https://lnb.com.br/noticias/brasilia-72-x-81-sesi-franca/,classic
5040,3044,12,NBB,11,35,1,83,175,24,60,40,8,22,36,16,38,42,27,33,82,26,18,44,11,3,6,20,25,12,2,0,93,,,,https://lnb.com.br/noticias/minas-tenis-clube-83-x-82-corinthians/,classic
5041,3044,12,NBB,35,11,0,82,196,30,73,41.1,11,33,33,19,40,48,11,15,73,19,19,38,19,8,3,28,19,6,0,0,96,,,,https://lnb.com.br/noticias/minas-tenis-clube-83-x-82-corinthians/,classic
5042,3045,12,NBB,34,13,1,79,170,31,63,49.2,6,24,25,25,39,64,11,20,55,29,11,40,15,4,2,24,23,16,2,0,83,,,,https://lnb.com.br/noticias/brasilia-79-x-86-pinheiros/,classic
5043,3045,12,NBB,13,34,0,86,175,26,57,45.6,10,25,40,16,32,50,24,34,71,26,6,32,11,12,1,23,24,8,0,0,92,,,,https://lnb.com.br/noticias/brasilia-79-x-86-pinheiros/,classic
5044,3046,12,NBB,11,27,1,104,200,31,67,46.3,12,29,41,19,38,50,30,37,81,28,11,39,21,9,1,36,26,9,2,0,122,,,,https://lnb.com.br/noticias/minas-104-x-71-rio-claro/,classic
5045,3046,12,NBB,27,11,0,71,187,18,59,30.5,4,28,14,14,31,45,31,41,76,25,14,39,13,1,2,27,34,18,2,0,57,,,,https://lnb.com.br/noticias/minas-104-x-71-rio-claro/,classic
5046,3047,12,NBB,6,12,1,78,161,26,57,45.6,10,25,40,16,32,50,16,22,73,29,5,34,18,4,0,13,15,7,0,0,90,,,,https://lnb.com.br/noticias/flamengo-78-x-75-paulistano/,classic
5047,3047,12,NBB,12,6,0,75,184,32,75,42.7,6,28,21,26,47,55,5,6,83,28,15,43,21,5,1,15,13,7,5,0,94,,,,https://lnb.com.br/noticias/flamengo-78-x-75-paulistano/,classic
5048,3048,12,NBB,37,22,1,80,215,30,80,37.5,10,38,26,20,42,48,10,17,59,35,19,54,22,4,3,28,17,15,0,0,91,,,,https://lnb.com.br/noticias/sao-paulo-80-x-83-mogi-das-cruzes/,classic
5049,3048,12,NBB,22,37,0,83,189,24,63,38.1,8,29,28,16,34,47,27,34,79,34,5,39,11,8,2,17,28,8,2,0,89,,,,https://lnb.com.br/noticias/sao-paulo-80-x-83-mogi-das-cruzes/,classic
5050,3049,12,NBB,27,11,1,89,169,28,55,50.9,8,25,32,20,30,67,25,34,74,21,5,26,24,5,0,24,25,9,1,0,99,,,,https://lnb.com.br/noticias/rio-claro-89-x-90-minas-tenis-clube/,classic
5051,3049,12,NBB,11,27,0,90,163,31,58,53.4,7,22,32,24,36,67,21,25,84,27,9,36,17,5,0,26,24,11,0,0,106,,,,https://lnb.com.br/noticias/rio-claro-89-x-90-minas-tenis-clube/,classic
5052,3050,12,NBB,12,21,1,76,197,24,69,34.8,13,40,33,11,29,38,15,19,79,26,16,42,15,6,3,20,21,11,4,0,82,,,,https://lnb.com.br/noticias/paulistano-76-x-78-basquete-cearense/,classic
5053,3050,12,NBB,21,12,0,78,154,29,59,49.2,7,20,35,22,39,56,13,16,81,28,6,34,15,4,1,21,20,12,1,0,87,,,,https://lnb.com.br/noticias/paulistano-76-x-78-basquete-cearense/,classic
5054,3051,12,NBB,13,6,1,70,163,22,57,38.6,5,22,23,17,35,49,21,27,78,27,9,36,13,8,3,27,27,18,0,0,71,,,,https://lnb.com.br/noticias/pinheiros-70-x-75-flamengo/,classic
5055,3051,12,NBB,6,13,0,75,186,26,68,38.2,6,21,29,20,47,43,17,29,59,29,18,47,11,9,0,28,26,13,0,0,75,,,,https://lnb.com.br/noticias/pinheiros-70-x-75-flamengo/,classic
5056,3052,12,NBB,21,35,1,78,182,30,69,43.5,8,26,31,22,43,51,10,16,63,23,14,37,9,7,3,28,20,12,2,0,76,,,,https://lnb.com.br/noticias/basquete-cearense-78-x-84-corinthians/,classic
5057,3052,12,NBB,35,21,0,84,170,24,55,43.6,12,27,44,12,28,43,24,33,73,28,11,39,11,6,1,21,27,15,1,0,86,,,,https://lnb.com.br/noticias/basquete-cearense-78-x-84-corinthians/,classic
5058,3053,12,NBB,13,3,1,76,168,28,65,43.1,11,27,41,17,38,45,9,11,82,26,11,37,19,9,4,18,18,16,4,0,90,,,,https://lnb.com.br/noticias/pinheiros-76-x-68-sendi-bauru-basket/,classic
5059,3053,12,NBB,3,13,0,68,162,25,59,42.4,7,25,28,18,34,53,11,19,58,25,11,36,9,8,2,18,18,22,1,0,59,,,,https://lnb.com.br/noticias/pinheiros-76-x-68-sendi-bauru-basket/,classic
5060,3054,12,NBB,11,7,1,89,229,34,86,39.5,9,40,23,25,46,54,12,17,71,30,20,50,20,7,2,25,19,10,3,0,101,,,,https://lnb.com.br/noticias/minas-89-x-97-franca/,classic
5061,3054,12,NBB,7,11,0,97,189,32,68,47.1,14,29,48,18,39,46,19,24,79,32,7,39,21,3,3,20,25,15,5,0,107,,,,https://lnb.com.br/noticias/minas-89-x-97-franca/,classic
5062,3055,12,NBB,15,27,1,87,171,36,68,52.9,4,15,27,32,53,60,11,20,55,23,11,34,20,12,6,27,22,25,3,0,93,,,,https://lnb.com.br/noticias/sao-jose-87-x-95-rio-claro/,classic
5063,3055,12,NBB,27,15,0,95,196,31,68,45.6,6,29,21,25,39,64,27,31,87,25,11,36,25,16,1,23,26,20,7,0,112,,,,https://lnb.com.br/noticias/sao-jose-87-x-95-rio-claro/,classic
5064,3056,12,NBB,27,15,1,92,169,34,63,54,7,21,33,27,42,64,17,22,77,27,8,35,20,6,0,21,22,12,4,0,107,,,,https://lnb.com.br/noticias/rio-claro-92-x-78-sao-jose/,classic
5065,3056,12,NBB,15,27,0,78,164,28,61,45.9,6,20,30,22,41,54,16,22,73,23,10,33,12,6,0,22,21,15,0,0,75,,,,https://lnb.com.br/noticias/rio-claro-92-x-78-sao-jose/,classic
5066,3057,12,NBB,6,34,1,94,202,30,71,42.3,12,35,34,18,36,50,22,25,88,18,20,38,14,11,6,28,22,8,1,0,111,,,,https://lnb.com.br/noticias/flamengo-95-x-77-universo-brasilia/,classic
5067,3057,12,NBB,34,6,0,77,154,26,56,46.4,5,18,28,21,38,55,20,24,83,23,13,36,5,2,4,25,26,25,0,0,65,,,,https://lnb.com.br/noticias/flamengo-95-x-77-universo-brasilia/,classic
