id,team_id,season_id,alias,alias_type,source,is_primary
1095,15,18,SJO,abbreviation,standings,0
1096,15,18,Mr. Moo São José Basketball,season_display_name,standings,1
1097,15,18,MAIS SOBRE O CLUBE,link_text,standings,0
1098,15,18,Sao Jose,slug_name,standings,0
1099,40,18,UCO,abbreviation,standings,0
1100,40,18,Ceisc/União Corinthians,season_display_name,standings,1
1101,40,18,MAIS SOBRE O CLUBE,link_text,standings,0
1102,40,18,Uniao Corinthians,slug_name,standings,0
1103,38,18,UFC,abbreviation,standings,0
1104,38,18,UNIFACISA,season_display_name,standings,1
1105,38,18,MAIS SOBRE O CLUBE,link_text,standings,0
1106,31,18,VAS,abbreviation,standings,0
1107,31,18,Vasco da Gama,season_display_name,standings,1
1108,31,18,MAIS SOBRE O CLUBE,link_text,standings,0
